shapeName_adm2,shapeID_adm2,shapeName_adm1,shapeID_adm1,overlap_adm1,treatment,esa_lc_2015_rainfed_cropland,esa_lc_2015_mosaic_cropland,esa_lc_2015_forest,esa_lc_2015_urban,esa_lc_2015_irrigated_cropland,esa_lc_2015_grassland,esa_lc_2015_shrubland,esa_lc_2015_water_bodies,esa_lc_2015_bare_areas,esa_lc_2015_wetland,esa_lc_2015_sparse_vegetation,esa_lc_2020_rainfed_cropland,esa_lc_2020_mosaic_cropland,esa_lc_2020_forest,esa_lc_2020_urban,esa_lc_2020_irrigated_cropland,esa_lc_2020_grassland,esa_lc_2020_shrubland,esa_lc_2020_water_bodies,esa_lc_2020_bare_areas,esa_lc_2020_wetland,esa_lc_2020_sparse_vegetation
Atiwa East,2480657B7526405183619,Eastern Region,69750345B54645730941985,0.9999999999999999,0,3754.0,808.0,1901.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3723.0,813.0,1895.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bia East,2480657B75704309897075,Western North Region,69750345B35244651716901,0.9582369286673752,0,6726.0,214.0,1658.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6717.0,211.0,1670.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sissala West,2480657B76140913943028,Upper West Region,69750345B48673213774244,0.9055159183731216,0,8350.0,2605.0,1176.0,0.0,2.0,1.0,10381.0,3.0,0.0,0.0,0.0,8528.0,2886.0,1365.0,0.0,2.0,1.0,9733.0,3.0,0.0,0.0,0.0
Karaga,2480657B76285553918092,Northern Region,69750345B37738609557703,0.9562561597737445,0,11466.0,5714.0,3967.0,3.0,73.0,10.0,12904.0,32.0,0.0,0.0,0.0,11763.0,5821.0,5011.0,7.0,73.0,9.0,11453.0,32.0,0.0,0.0,0.0
Tatale Sanguli,2480657B76540044095481,Northern Region,69750345B37738609557703,0.9870726187515554,1,2668.0,2827.0,5707.0,2.0,0.0,0.0,1064.0,0.0,0.0,0.0,0.0,2600.0,2518.0,6241.0,5.0,0.0,0.0,904.0,0.0,0.0,0.0,0.0
Atebubu Amantin,2480657B7685147466351,Bono East Region,69750345B43572680159989,0.9992464117782467,0,1779.0,1166.0,25443.0,52.0,0.0,1.0,68.0,0.0,0.0,0.0,0.0,1749.0,1155.0,25443.0,87.0,0.0,1.0,74.0,0.0,0.0,0.0,0.0
Ketu South,2480657B7709388821831,Volta Region,69750345B58204744476950,0.9913683241323826,0,1897.0,322.0,36.0,199.0,8.0,31.0,253.0,342.0,30.0,0.0,0.0,1810.0,275.0,32.0,334.0,6.0,19.0,255.0,360.0,27.0,0.0,0.0
Achiase,2480657B77450065295387,Eastern Region,69750345B54645730941985,0.699691535507109,0,3564.0,367.0,644.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3556.0,365.0,654.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Okaikwei North Municipal,2480657B77934780741907,Greater Accra Region,69750345B46963341226980,0.9999999999999994,0,20.0,24.0,0.0,251.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,22.0,3.0,251.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kintampo North Municipal,2480657B78031413348906,Bono East Region,69750345B43572680159989,0.9981693528966484,0,913.0,658.0,47048.0,69.0,3.0,10.0,3920.0,173.0,0.0,1.0,0.0,772.0,557.0,47634.0,100.0,3.0,8.0,3547.0,173.0,0.0,1.0,0.0
Berekum East Municipal,2480657B78254100433505,Bono Region,69750345B13833050062966,0.9999999999999971,0,3583.0,1285.0,49.0,217.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,3572.0,1284.0,51.0,227.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0
Bunkpurugu Nakpanduri,2480657B78318361422462,North East Region,69750345B94584643914501,0.9984209597940032,0,5456.0,1338.0,590.0,1.0,1.0,1.0,1204.0,0.0,0.0,0.0,0.0,5386.0,1215.0,772.0,2.0,1.0,1.0,1214.0,0.0,0.0,0.0,0.0
Krachi West,2480657B78422611914106,Oti Region,69750345B12045161590865,0.9998935257621394,0,819.0,1736.0,2354.0,24.0,0.0,4.0,1753.0,3464.0,4.0,2.0,0.0,739.0,1585.0,2802.0,36.0,0.0,4.0,1527.0,3419.0,46.0,2.0,0.0
Akatsi North,2480657B78562505377679,Volta Region,69750345B58204744476950,0.984240472077317,1,2793.0,673.0,28.0,3.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,2770.0,669.0,56.0,3.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0
Techiman Municipal,2480657B78695952433486,Bono East Region,69750345B43572680159989,0.8705828865208882,0,3296.0,3146.0,453.0,265.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3210.0,3068.0,538.0,344.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jasikan,2480657B79217814678772,Oti Region,69750345B12045161590865,0.994292067907662,0,3395.0,2225.0,579.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3387.0,2225.0,582.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wassa East,2480657B7921909152770,Western Region,69750345B38025690459934,0.8825665613418703,0,8949.0,1473.0,7449.0,57.0,0.0,0.0,12.0,2.0,0.0,0.0,0.0,9021.0,1510.0,7326.0,72.0,0.0,0.0,11.0,2.0,0.0,0.0,0.0
Sefwi-wiawso,2480657B7942392054994,Western North Region,69750345B35244651716901,0.9745202740104577,1,8347.0,213.0,2479.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8387.0,209.0,2432.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Builsa North,2480657B79468660523811,Upper East Region,69750345B7467317238909,1.0000000000000029,0,3024.0,758.0,2242.0,4.0,44.0,0.0,2992.0,47.0,0.0,0.0,0.0,3073.0,788.0,2588.0,4.0,46.0,0.0,2565.0,47.0,0.0,0.0,0.0
Nandom,2480657B7958262081913,Upper West Region,69750345B48673213774244,0.9999652875692392,0,943.0,2081.0,0.0,2.0,35.0,0.0,1497.0,3.0,4.0,0.0,0.0,947.0,2053.0,13.0,2.0,35.0,0.0,1508.0,3.0,4.0,0.0,0.0
Akatsi South,2480657B79730913179219,Volta Region,69750345B58204744476950,1.0000000000000002,0,4474.0,952.0,196.0,14.0,0.0,0.0,331.0,28.0,0.0,0.0,0.0,4427.0,946.0,241.0,14.0,0.0,0.0,339.0,28.0,0.0,0.0,0.0
Tano South Municipal,2480657B7981851544250,Ahafo Region,69750345B39836988306125,0.8822441113577052,0,4827.0,533.0,46.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4827.0,533.0,46.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Birim Central Municipal,2480657B80684943588404,Eastern Region,69750345B54645730941985,0.9999999999999976,0,1163.0,5.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1148.0,5.0,0.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Offinso Municipal,2480657B80894926360364,Ashanti Region,69750345B3295588325057,0.9999999999999984,0,5628.0,597.0,176.0,93.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,5587.0,564.0,235.0,108.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
Ahanta West Municipal,2480657B81057694902297,Western Region,69750345B38025690459934,0.995990400749382,0,4259.0,726.0,831.0,119.0,0.0,0.0,6.0,208.0,0.0,2.0,0.0,4232.0,721.0,798.0,187.0,0.0,0.0,3.0,208.0,0.0,2.0,0.0
Bibiani-anhwiaso-bekwai Municipal,2480657B81329004729189,Western North Region,69750345B35244651716901,0.950952117506684,0,7041.0,399.0,1545.0,179.0,0.0,10.0,24.0,0.0,0.0,0.0,0.0,7019.0,384.0,1534.0,227.0,0.0,10.0,24.0,0.0,0.0,0.0,0.0
Birim North,2480657B81401264659986,Eastern Region,69750345B54645730941985,0.9950298828313203,1,4658.0,801.0,836.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4589.0,795.0,840.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gomoa West,2480657B81635079362570,Central Region,69750345B67040307067067,0.9996773439947829,1,3449.0,51.0,133.0,46.0,0.0,10.0,62.0,29.0,0.0,0.0,0.0,3443.0,50.0,140.0,46.0,0.0,10.0,62.0,29.0,0.0,0.0,0.0
Ningo/prampram,2480657B81968156308620,Greater Accra Region,69750345B46963341226980,0.9967715495448315,1,3212.0,1355.0,81.0,282.0,11.0,36.0,1739.0,123.0,3.0,4.0,0.0,2808.0,1098.0,167.0,966.0,7.0,19.0,1654.0,123.0,0.0,4.0,0.0
Effutu Municipal,2480657B83789922051105,Central Region,69750345B67040307067067,0.9291276187637668,0,577.0,122.0,6.0,89.0,4.0,8.0,96.0,96.0,2.0,0.0,0.0,562.0,116.0,6.0,103.0,4.0,7.0,104.0,96.0,2.0,0.0,0.0
East Mamprusi,2480657B84792930556748,North East Region,69750345B94584643914501,0.998770848747512,0,12107.0,2544.0,1659.0,10.0,1.0,1.0,2448.0,0.0,0.0,0.0,0.0,12085.0,2478.0,1924.0,33.0,1.0,3.0,2246.0,0.0,0.0,0.0,0.0
Ashaiman Municipal,2480657B85535261310615,Greater Accra Region,69750345B46963341226980,1.0000000000000009,0,14.0,2.0,0.0,216.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,230.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
North Dayi,2480657B8553529614763,Volta Region,69750345B58204744476950,0.8207519273943996,0,1369.0,609.0,706.0,17.0,0.0,0.0,39.0,2425.0,0.0,0.0,0.0,1242.0,490.0,954.0,18.0,0.0,0.0,36.0,2425.0,0.0,0.0,0.0
Dormaa Municipal,2480657B85939384202988,Bono Region,69750345B13833050062966,0.9976587068692433,0,8890.0,1027.0,3094.0,210.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,8867.0,1024.0,3094.0,236.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0
New Juaben South Municipal,2480657B86034404720136,Eastern Region,69750345B54645730941985,0.9999999999999998,1,508.0,4.0,0.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,4.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kwahu Afram Plains South,2480657B87039075961323,Eastern Region,69750345B54645730941985,0.9208207051227356,0,5291.0,1613.0,17143.0,19.0,0.0,0.0,4686.0,4770.0,1.0,0.0,0.0,4365.0,1226.0,19454.0,20.0,0.0,0.0,3685.0,4772.0,1.0,0.0,0.0
Sagnerigu,2480657B87566941811639,Northern Region,69750345B37738609557703,0.9999999999999986,0,1848.0,364.0,0.0,81.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1680.0,323.0,0.0,290.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
Adansi Akrofuom,2480657B88279606337785,Ashanti Region,69750345B3295588325057,0.9970328667630126,0,4172.0,595.0,1497.0,32.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4129.0,582.0,1544.0,41.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
Sissala East,2480657B88326891244380,Upper West Region,69750345B48673213774244,0.9654353462996669,0,10115.0,5937.0,14123.0,0.0,0.0,2.0,25170.0,0.0,0.0,0.0,0.0,10955.0,6870.0,14644.0,0.0,1.0,2.0,22875.0,0.0,0.0,0.0,0.0
La Dade-kotopon,2480657B88791559733000,Greater Accra Region,69750345B46963341226980,0.9985612849132874,0,25.0,13.0,0.0,389.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,426.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0
Mpohor,2480657B89256099008264,Western Region,69750345B38025690459934,0.9999999999999992,0,4730.0,585.0,490.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4729.0,582.0,492.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Komenda-edina-eguafo-abirem Municipal,2480657B89828953333594,Central Region,69750345B67040307067067,0.9912689429964125,0,4214.0,90.0,318.0,253.0,0.0,0.0,18.0,76.0,0.0,5.0,0.0,4206.0,89.0,313.0,270.0,0.0,0.0,15.0,76.0,0.0,5.0,0.0
West Mamprusi Municipal,2480657B90334619080238,North East Region,69750345B94584643914501,0.9842052159067005,1,10471.0,2629.0,5354.0,9.0,451.0,5.0,9771.0,22.0,0.0,0.0,0.0,11146.0,2762.0,6254.0,30.0,458.0,5.0,8035.0,22.0,0.0,0.0,0.0
Bosomtwe,2480657B90441463194933,Ashanti Region,69750345B3295588325057,1.0000000000000018,0,3890.0,58.0,14.0,217.0,0.0,0.0,0.0,538.0,0.0,0.0,0.0,3794.0,58.0,14.0,313.0,0.0,0.0,0.0,538.0,0.0,0.0,0.0
Ga West Municipal,2480657B90617621807510,Greater Accra Region,69750345B46963341226980,0.8879187589834102,0,1755.0,29.0,24.0,199.0,0.0,17.0,34.0,0.0,0.0,0.0,0.0,1433.0,14.0,21.0,570.0,0.0,8.0,12.0,0.0,0.0,0.0,0.0
Asokwa  Municipal,2480657B91188187265148,Ashanti Region,69750345B3295588325057,0.9999999999999994,1,45.0,6.0,0.0,281.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,28.0,1.0,0.0,303.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Ahafo Ano South East,2480657B91945870955547,Ashanti Region,69750345B3295588325057,0.9999999999999987,0,7158.0,233.0,158.0,32.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,7155.0,231.0,158.0,37.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Jaman South Municipal,2480657B92052873943163,Bono Region,69750345B13833050062966,0.9946382748367866,0,5642.0,1959.0,459.0,127.0,0.0,0.0,105.0,0.0,0.0,0.0,0.0,5637.0,1956.0,460.0,134.0,0.0,0.0,105.0,0.0,0.0,0.0,0.0
Ayawaso Central Municipal,2480657B92273702685271,Greater Accra Region,69750345B46963341226980,1.0,0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adansi North,2480657B92670413622569,Ashanti Region,69750345B3295588325057,1.0000000000000016,0,2618.0,128.0,69.0,86.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2609.0,127.0,69.0,96.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Daffiama Bussie Issa,2480657B92911606303429,Upper West Region,69750345B48673213774244,0.9999999999999966,0,415.0,832.0,742.0,0.0,0.0,0.0,14053.0,0.0,0.0,0.0,0.0,460.0,909.0,934.0,0.0,0.0,0.0,13739.0,0.0,0.0,0.0,0.0
South Tongu,2480657B92948775681515,Volta Region,69750345B58204744476950,0.9691977979590676,0,4862.0,1053.0,345.0,44.0,4.0,0.0,538.0,296.0,0.0,0.0,0.0,4750.0,1012.0,417.0,52.0,3.0,0.0,611.0,297.0,0.0,0.0,0.0
Sunyani West,2480657B93462158202754,Bono Region,69750345B13833050062966,0.9951987129336655,1,9945.0,1502.0,4.0,216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9900.0,1496.0,4.0,267.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kpandai,2480657B93484130612637,Northern Region,69750345B37738609557703,0.9893056362046274,0,2401.0,5814.0,1834.0,8.0,4.0,1.0,1621.0,848.0,14.0,0.0,0.0,2192.0,5334.0,2677.0,11.0,4.0,1.0,1461.0,851.0,14.0,0.0,0.0
Yendi Municipal,2480657B94460481801793,Northern Region,69750345B37738609557703,1.0000000000000007,0,4425.0,2959.0,3410.0,39.0,5.0,0.0,5125.0,0.0,0.0,2.0,0.0,4542.0,2694.0,4027.0,58.0,8.0,0.0,4634.0,0.0,0.0,2.0,0.0
Kwadaso Municipal,2480657B94630675221037,Ashanti Region,69750345B3295588325057,1.0,0,124.0,6.0,0.0,640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,2.0,0.0,733.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ledzokuku Municipal,2480657B94892111901595,Greater Accra Region,69750345B46963341226980,0.9946974328413678,1,1.0,0.0,0.0,352.0,0.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,353.0,0.0,0.0,1.0,13.0,0.0,0.0,0.0
New Juaben North Municipal,2480657B95199515281033,Eastern Region,69750345B54645730941985,0.9999999999999992,1,1083.0,97.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1079.0,97.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lambussie-karni,2480657B9523556036154,Upper West Region,69750345B48673213774244,0.9628858822862688,0,1291.0,3293.0,27.0,2.0,3.0,1.0,4431.0,2.0,0.0,0.0,0.0,1270.0,3254.0,40.0,5.0,3.0,1.0,4475.0,2.0,0.0,0.0,0.0
Asunafo North Municipal,2480657B96138797401471,Ahafo Region,69750345B39836988306125,0.9770508043331415,0,9331.0,433.0,5500.0,134.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,9301.0,432.0,5514.0,151.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
Nanton,2480657B96271436146347,Northern Region,69750345B37738609557703,0.9999999999999997,1,2749.0,1878.0,128.0,0.0,49.0,0.0,526.0,2.0,0.0,0.0,0.0,2746.0,1868.0,241.0,0.0,49.0,0.0,426.0,2.0,0.0,0.0,0.0
Krowor Municipal,2480657B96734395613726,Greater Accra Region,69750345B46963341226980,0.9936445092311197,1,0.0,0.0,0.0,240.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
Sefwi Akontombra,2480657B96818528094138,Western North Region,69750345B35244651716901,0.9989180985934633,0,8036.0,159.0,4078.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8060.0,160.0,4051.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ga Central Municipal,2480657B96936068561499,Greater Accra Region,69750345B46963341226980,1.0000000000000009,0,192.0,34.0,4.0,329.0,0.0,0.0,4.0,40.0,0.0,0.0,0.0,56.0,26.0,4.0,476.0,0.0,0.0,2.0,39.0,0.0,0.0,0.0
Adansi South,2480657B97463209696641,Ashanti Region,69750345B3295588325057,0.9989379321991527,0,6397.0,280.0,1735.0,46.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6399.0,276.0,1732.0,51.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Garu,2480657B97498759939018,Upper East Region,69750345B7467317238909,0.9993107872429746,0,4442.0,844.0,892.0,5.0,0.0,0.0,1305.0,2.0,0.0,0.0,0.0,4385.0,805.0,1001.0,12.0,0.0,0.0,1285.0,2.0,0.0,0.0,0.0
Asutifi North,2480657B98266466330064,Ahafo Region,69750345B39836988306125,0.9476536789134212,0,5843.0,650.0,3646.0,116.0,0.0,1.0,9.0,29.0,0.0,0.0,0.0,5752.0,639.0,3671.0,196.0,0.0,0.0,7.0,29.0,0.0,0.0,0.0
Upper West Akim,2480657B98999442599484,Eastern Region,69750345B54645730941985,0.9054769728432879,0,3819.0,2.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3819.0,2.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shama,2480657B99130964172058,Western Region,69750345B38025690459934,0.9298254884002773,1,1656.0,80.0,276.0,102.0,0.0,0.0,12.0,58.0,0.0,15.0,0.0,1624.0,74.0,270.0,149.0,0.0,0.0,9.0,58.0,0.0,15.0,0.0
Kumbungu,2480657B99246651758289,Northern Region,69750345B37738609557703,0.951033263275321,0,4908.0,994.0,4658.0,0.0,67.0,0.0,6340.0,123.0,0.0,2.0,0.0,5012.0,944.0,5408.0,0.0,66.0,0.0,5537.0,123.0,0.0,2.0,0.0
Ablekuma Central Municipal,2480657B99533750399286,Greater Accra Region,69750345B46963341226980,1.0,0,0.0,0.0,0.0,183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pusiga,2480657B9973692574538,Upper East Region,69750345B7467317238909,0.9973246408541986,0,2889.0,36.0,4.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2878.0,36.0,4.0,15.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
